295;Wikipedia talk:WikiProject Rugby league;5;376;1447
295;Bye Bye (Mariah Carey song);0;376;624
297;List of Naruto characters;0;375;6547
297;Break the Ice;0;375;1772
299;Grand Theft Auto (series);0;374;3870
300;Wikipedia talk:WikiProject Mathematics;5;372;10549
300;User:Staeckerbot/Suspicious images;2;372;7424
302;Wikipedia talk:Bot Approvals Group;5;371;1571
302;Talk:Tiananmen Square self-immolation incident;1;371;836
302;Peak uranium;0;371;693
305;User talk:Malleus Fatuarum;3;370;1686
305;Wikipedia:WikiProject Environment/Environmental Record Task Force;4;370;774
305;Manitoba Junior Hockey League;0;370;510
308;Wikipedia talk:WikiProject Automobiles;5;369;540
308;Talk:British Raj;1;369;471
310;Backlash (2008);0;368;813
311;Talk:Transhumanism;1;366;4040
311;Club Deportivo Guadalajara;0;366;3597
311;User:StatusBot/Status/Rjwilmsi;2;366;585
311;Talk:Potential superpowers;1;366;366
315;User talk:Gwernol;3;365;4522
316;The Chronicles of Narnia: Prince Caspian;0;364;1684
316;User:Dreamer.se/Sandbox;2;364;453
316;Wikipedia:Featured article candidates/Hillary Rodham Clinton;4;364;427
316;Talk:Interpretation (logic);1;364;370
320;Amsterdam;0;361;3769
320;Indiana Jones;0;361;2626
320;The Unicorn and the Wasp;0;361;422
323;Template:Did you know;10;360;10298
323;New Zealand;0;360;8218
325;Super Smash Bros. Brawl;0;359;13341
325;Svayam bhagavan;0;359;548
327;Banjo-Kazooie: Nuts & Bolts;0;358;1401
327;2008-09 United States network television schedule;0;358;628
327;Jesus bloodline;0;358;613
327;Talk:Virgin Killer;1;358;390
331;One Canada Square;0;357;976
332;Britney Spears discography;0;355;5824
332;Ash Ketchum;0;355;5333
332;Talk:John McCain;1;355;2138
335;Jesse McCartney;0;353;5660
335;Wii Fit;0;353;1002
335;Ratanakiri Province;0;353;424
335;User:Dendriticcells08;2;353;356
339;Child pornography;0;352;10000034
339;The Mighty B!;0;352;424
339;List of New Mexico-related topics;0;352;352
342;Talk:Priory of Sion;1;351;841
343;Avatar: The Last Airbender;0;350;9216
343;Wikipedia talk:WikiProject Ice Hockey;5;350;6582
343;Talk:China;1;350;3941
343;User:StatusBot/Status/ClueBot II;2;350;1000
347;Talk:Prem Rawat;1;349;12018
348;Wikipedia:Requests for adminship/Risker;4;348;348
349;Talk:Michael Jackson;1;347;6217
350;Talk:Pro-pedophile activism;1;346;2494
351;User talk:John Carter;3;344;2714
351;Nick Cannon;0;344;1576
351;Dasavatharam;0;344;853
351;User talk:Lostfan14222;3;344;474
355;Wikipedia:User categories for discussion;4;343;16801
355;List of Code Geass characters;0;343;2192
355;User talk:Toddst1;3;343;1079
355;User talk:Treelo;3;343;602
359;Wikipedia:Suspected sock puppets;4;342;5017
359;UEFA Champions League;0;342;3190
359;American Gladiators (2008 TV series);0;342;806
359;Sophia Bekele;0;342;342
363;Manchester United F.C.;0;341;1009978
363;Wikipedia:Images and media for deletion/2008 May 8;4;341;341
365;User:ClueBot/FalsePositives/Reports;2;340;1771
366;Stephen King;0;339;4365
366;T-62;0;339;787
366;Nimrod Expedition;0;339;425
366;User:Moni3/Sandbox1/Workspace7;2;339;340
370;Wikipedia:Categories for discussion/Speedy;4;338;8771
370;List of programs broadcast by ABS-CBN;0;338;4540
372;Wikipedia:Changing username/Usurpations;4;337;6091
372;User:Lar/AdminCategoryWatch;2;337;2286
374;Camp Rock;0;336;1243
374;Wikipedia:Categories for discussion/Log/2008 May 19;4;336;336
376;The Used;0;335;6212
376;Coldplay;0;335;5150
376;Preity Zinta;0;335;4329
376;Adam Smith;0;335;3104
376;Results of the 2008 Democratic Party presidential primaries;0;335;2878
376;User talk:Xenocidic;3;335;665
382;List of characters on Zoey 101;0;334;1495
382;Battlefield Earth (film);0;334;1084
384;Ken Livingstone;0;332;1761
384;User:StatusBot/Status/Persian Poet Gal;2;332;505
386;Shahrukh Khan;0;331;7798
386;Pinoy Big Brother: Teen Edition Plus;0;331;725
388;Internal consistency of the Bible;0;330;868
389;List of social networking websites;0;329;6620
389;List of SpongeBob SquarePants characters;0;329;4239
389;Collegiate secret societies in North America;0;329;1563
389;Talk:Dutch Empire;1;329;398
393;Indestructible (Disturbed album);0;327;845
394;Pau Gasol;0;326;1206
394;Robert Henryson;0;326;436
394;UEFA Euro 2008 squads;0;326;326
397;Anabolic steroid;0;325;3209
397;Brooke White;0;325;638
397;Wikipedia:Requests for adminship/Addshore;4;325;325
400;Talk:Anti-Americanism;1;324;2785
400;BMP-1 variants;0;324;567
400;Super Fun Time;0;324;343
403;List of characters in Ben 10;0;323;3398
403;Mariah Carey albums discography;0;323;2662
403;Pokémon Platinum;0;323;323
406;Metal Gear Solid 4: Guns of the Patriots;0;322;5288
406;Divine Light Mission;0;322;1077
406;Wikipedia:Administrators' noticeboard/Incidents/Wikilobby campaign;4;322;566
409;List of best-selling albums worldwide;0;321;4292
409;Leona Lewis;0;321;2808
409;KYLIEX2008;0;321;827
409;Wikipedia:Featured article candidates/Preity Zinta;4;321;361
413;Phineas and Ferb;0;320;1711
413;Robert F. Kennedy assassination;0;320;1639
413;Wikipedia:Articles for deletion/Old/Open AfDs;4;320;1409
413;The Poison Sky;0;320;377
413;User:StatusBot/Status/Blackngold29;2;320;335
413;List of Montana-related topics;0;320;320
419;China;0;319;9066
419;Transformers: Animated;0;319;2231
419;User talk:Enigmaman;3;319;1600
419;Knightmare Frame;0;319;828
423;History of timekeeping devices;0;318;1113
423;Wikipedia talk:Requests for arbitration/Tango/Proposed decision;5;318;319
425;List of Avatar: The Last Airbender episodes;0;317;4624
425;Neil Armstrong;0;317;4344
425;Bleeding Love;0;317;2509
425;Bakugan Battle Brawlers;0;317;1464
425;Mogaveera;0;317;572
425;User:Haus/6;2;317;464
425;Talk:List of IIHF World Championship tournaments;1;317;317
432;Guns N' Roses;0;316;8934
432;Wikipedia talk:Good article nominations;5;316;4748
432;User talk:Moonriddengirl;3;316;2440
432;Ryan Giggs;0;316;2181
436;List of gangs in the Grand Theft Auto series;0;315;4898
436;Wikipedia talk:Bot policy;5;315;4009
436;Siberian Tiger;0;315;2330
436;Talk:Vladimir Putin/Archive 3;1;315;1556
440;First-move advantage in chess;0;314;654
440;User:Mjpresson;2;314;528
440;Headcases;0;314;527
443;Sweden;0;313;7981
444;Talk:Criticism of Bill O'Reilly;1;312;1063
445;Richard Dawkins;0;311;5056
446;Secret Invasion;0;310;1010
447;Super Smash Bros. Melee;0;309;6963
447;William Wilberforce;0;309;2258
447;Dragon Ball Z: Burst Limit;0;309;1869
447;User:StatusBot/Status/ClueBot/LastEdit;2;309;987
451;Madden NFL 09;0;308;550
452;Britney Spears;0;307;16731
452;Fergie (singer);0;307;6200
452;Copa Libertadores 2008;0;307;1013
452;User:StatusBot/Status/Addshore;2;307;372
456;Alexander Hamilton;0;306;5586
456;Spore (video game);0;306;4495
456;Edward Cullen (Twilight);0;306;2306
456;User talk:Polly;3;306;1257
456;Wikipedia:Categories for discussion/Log/2008 May 13;4;306;306
461;Sean Bell shooting incident;0;305;844
462;Louvre;0;303;2165
463;America's Next Top Model, Cycle 9;0;302;5731
463;User:Htw3/Spring 2008 Contributors Page;2;302;302
465;Polyclonal response;0;301;305
466;Talk:Homeopathy;1;300;12188
466;User:Nightstallion/notes;2;300;7471
466;Mental retardation;0;300;4062
466;User talk:Iridescent;3;300;1758
466;BMP-1;0;300;1296
471;Talk:Burma;1;299;2093
471;User talk:Chubbennaitor;3;299;763
471;Carly Smithson;0;299;687
474;The Sims 2;0;298;5999
474;User talk:Filll;3;298;3440
474;User talk:Travellingcari;3;298;665
477;Rainforest;0;297;4103
477;Sahajanand Swami (Lord Swaminarayan);0;297;1889
479;Celtic F.C.;0;296;9420
479;Jordin Sparks;0;296;2470
479;Wikipedia:Requests for arbitration/Footnoted quotes/Workshop;4;296;296
482;Statewide opinion polling for the Democratic Party presidential primaries, 2008;0;295;3002
482;User talk:IMatthew;3;295;1685
482;Talk:Jeremiah Wright;1;295;1037
482;TNA Sacrifice;0;295;998
482;User:StatusBot/Status/TonyTheTiger;2;295;295
487;Mariah Carey;0;294;12337
487;User talk:Raul654;3;294;12054
487;Blink-182;0;294;7111
487;Wikipedia talk:WikiProject Films;5;294;5200
487;User talk:JzG;3;294;3113
487;DragonForce;0;294;2857
487;Ancient history;0;294;1305
487;The Sontaran Stratagem;0;294;435
495;List of United States political families;0;293;11080
495;Tornadoes of 2008;0;293;965
495;Syesha Mercado;0;293;600
495;Talk:Dorje Shugden;1;293;590
499;User talk:Orangemike;3;292;2375
499;MediaWiki talk:Spam-blacklist;9;292;2220
499;User talk:Prashanthns;3;292;453
502;America's Next Top Model;0;291;9777
502;User:Sharkface217/Awards Center;2;291;1329
502;Wikipedia:Requests for adminship/Malleus Fatuarum 2;4;291;291
505;User:Realist2;2;290;663
505;Talk:Veterinary chiropractic;1;290;449
505;User talk:CanadianLinuxUser/Archives3;3;290;290
508;Top Chef (season 4);0;289;603
508;The Woody Show;0;289;289
510;Wikipedia:WikiProject Football/New articles;4;288;3889
510;2008 St. Louis Cardinals season;0;288;671
512;Talk:Race and intelligence;1;287;13397
512;Yorkshire;0;287;1488
512;Macross Frontier;0;287;664
512;History of Indiana;0;287;611
512;Mario Gómez;0;287;473
517;Template:X1;10;286;7946
517;John Howard;0;286;7005
517;Wikipedia talk:Requests for arbitration;5;286;5756
517;Wikipedia:WikiProject on open proxies;4;286;4112
517;I Know My Kid's a Star;0;286;507
517;2008 Pacific typhoon season;0;286;422
523;Talk:Intelligent design;1;285;17370
523;User talk:Cobaltbluetony;3;285;1796
523;User talk:J.delanoy;3;285;1104
526;User talk:Balloonman;3;284;1243
527;Wikipedia:WikiProject Council/Proposals;4;283;8501
527;Wikipedia:Tutorial (Keep in mind)/sandbox;4;283;6083
527;User:Cyde/List of old proposed deletions;2;283;5310
527;Frédéric Chopin;0;283;3333
527;Timeline of musical events;0;283;1063
527;Talk:Sahaj Marg;1;283;283
527;Wikipedia:Requests for adminship/WBOSITG 2;4;283;283
534;Argentina;0;282;7670
534;Aristotle;0;282;5977
534;1993;0;282;5390
534;User:Stu pendousmat/Mary;2;282;746
534;Zoey 101: Chasing Zoey;0;282;532
539;Real Madrid C.F.;0;281;9411
539;FC Barcelona;0;281;8873
539;Scrubs (TV series);0;281;5534
539;Ocean sunfish;0;281;846
543;List of iCarly episodes;0;280;1975
543;Talk:Criticism of fractional-reserve banking;1;280;607
543;User:Chibi-anime-Girl;2;280;301
543;Talk:China/DiscussRM;1;280;280
547;The Slip (album);0;279;279
548;User:ShakespearesZombie;2;278;278
549;Wikipedia:Tutorial (Wikipedia links)/sandbox;4;277;10866
549;Tha Carter III;0;277;3728
551;World War II casualties;0;276;3571
551;White Mountain art;0;276;672
553;AC/DC;0;275;7443
553;User talk:Hu12;3;275;2850
553;Terminate on Sight;0;275;1666
553;Haze (video game);0;275;1124
557;Call of Duty 4: Modern Warfare;0;274;4114
557;Frank Lampard;0;274;3995
559;Wikipedia talk:Verifiability;5;273;10291
559;Scotland;0;273;8488
559;The Simpsons Ride;0;273;824
559;Wikipedia:WikiProject Global Economics;4;273;273
559;Wikipedia:Templates for deletion/Log/2008 May 13;4;273;273
564;Kobe Bryant;0;272;8886
564;Albert Hofmann;0;272;636
564;Copa Libertadores 2008 - Knockout Stage;0;272;279
567;List of Wii games;0;271;7083
567;Talk:Dutch (ethnic group);1;271;1888
567;Kannada literature in the Vijayanagara Empire;0;271;851
567;Pink Floyd discography;0;271;701
567;List of United States political families (Cm-Ho);0;271;271
572;User talk:Orangemarlin;3;270;4108
572;Ubuntu (operating system);0;270;4091
572;Team Fortress 2;0;270;3136
572;Gossip Girl (TV series);0;270;1469
572;Comparison of programming languages (basic instructions);0;270;837
572;User:StatusBot/Status/Addbot;2;270;270
578;Wikipedia talk:WikiProject Comics;5;269;9223
578;User talk:Lar;3;269;4719
578;List of top 500 Major League Baseball home run hitters;0;269;3597
578;Template:X6;10;269;2351
578;2008 Indianapolis 500;0;269;318
583;Loch Ness Monster;0;268;4137
583;Rabbit;0;268;3681
585;Helen Keller;0;266;2491
585;La Liga 2007-08;0;266;1259
587;Israel;0;265;11956
587;Doctor Who;0;265;7938
587;Wikipedia talk:Tambayan Philippines;5;265;6564
587;Barack Obama presidential campaign, 2008;0;265;3371
587;List of shows previously aired by ABS-CBN;0;265;1270
587;Wikipedia talk:Civility;5;265;1120
587;Talk:Ayn Rand;1;265;265
594;Golf;0;264;6007
594;1992;0;264;5805
594;List of Mario series characters;0;264;5019
594;Alice Cooper;0;264;2696
594;User talk:Razorflame;3;264;411
594;Talk:Peak uranium;1;264;309
594;2008 Rome Masters - Men's Singles;0;264;264
594;Wikipedia:Requests for arbitration/C68-FM-SV/Evidence;4;264;264
602;Jeremiah Wright;0;263;1616
602;Internal Drainage Board;0;263;263
604;Gray Wolf;0;262;5001
604;User talk:Vintagekits;3;262;4058
604;User talk:East718;3;262;2819
604;Plies (rapper);0;262;2053
608;User talk:Rlevse;3;261;4687
608;List of Soul Reapers in Bleach;0;261;1973
608;Wikipedia:Civility;4;261;865
608;User talk:Addshore;3;261;833
608;Mortal Kombat vs. DC Universe;0;261;629
613;Wikipedia;0;260;27886
613;Tottenham Hotspur F.C.;0;260;7425
613;Chiropractic;0;260;5921
613;Venus;0;260;3924
613;Viva la Vida or Death and All His Friends;0;260;689
618;Newcastle United F.C.;0;259;7446
618;Hippie;0;259;7170
618;1995;0;259;3120
618;Download Festival;0;259;2856
618;Portal:Current events/Sports;100;259;701
618;Template:ArticleHistory/work;10;259;293
618;Wikipedia:Requests for arbitration/C68-FM-SV/Workshop;4;259;259
625;Wikipedia:Requests for adminship;4;258;22201
625;Wikipedia:Requests for checkuser;4;258;10696
625;Cannon;0;258;2211
625;List of years in art;0;258;880
625;Dyesebel (TV series);0;258;676
630;Roger Federer;0;257;9274
630;User talk:Newyorkbrad;3;257;5799
630;Taco;0;257;2636
633;The Suite Life of Zack & Cody;0;256;8558
633;Talk:Canada;1;256;7027
633;User talk:Milk's Favorite Cookie;3;256;3158
633;The World Ends with You;0;256;1072
633;User:StatusBot/Status/Alison;2;256;969
633;Jenny (Doctor Who);0;256;256
639;Alex Ferguson;0;255;3387
639;List of channels on Sky Digital in the UK and Ireland;0;255;2807
639;Fairfield University;0;255;2016
639;Talk:Memristor;1;255;255
643;User talk:The Rambling Man;3;254;4871
643;Wikipedia:Requested articles/music/Performers and bands;4;254;3914
643;Trinity United Church of Christ, Chicago;0;254;921
643;Philip Larkin;0;254;763
647;Windows XP;0;253;4770
